Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2005/8/16,2005/8/16,Sagittarius Life Science,"Mnfr,whl medicines",2834,General Pharmaceuticals,Foreign,Taiwan,3205,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Oriental Sec",na,,,,,na,,,,,,2,2,2,2,15,Ord/Common Shs.,"3,769,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,3769000,3769000,                             .,                             .,Yes,3769000,3769000,                             .,3769000,2,0,,,,TOTC,TW0003205001,Y,No,,,,,3769000,3769000,Taiwan,,,2005,3769000,2834,2,28
2005/9/5,2005/9/5,United Alloy-Tech Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3162,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Pola",na,,,,,na,,,,,,1,1,1,1,14,Ord/Common Shs.,"2,219,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2219000,2219000,                             .,                             .,Yes,2219000,2219000,                             .,2219000,1,                             .,,,,TOTC,TW0003162004,Y,No,,,,,2219000,2219000,Taiwan,,,2005,2219000,3674,3,36
2005/9/19,2005/9/19,Syn-Tech Chem & Pharm Co Ltd,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,1777,Taiwan OTC,Manufacturing,POLASE,"Polaris Securities Ltd
First T",na,,,,,na,,,,,,1,1,1,1,19,Ord/Common Shs.,"1,966,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,1966000,1966000,                             .,                             .,Yes,1966000,1966000,                             .,1966000,3,                             .,,,,TOTC,TW0001777001,Y,No,,,,,1966000,1966000,Taiwan,,,2005,1966000,2836,2,28
2005/10/11,2005/10/11,GMI Technology Inc,"Mnfr,whl application solutions",3577,"Monitors/Terminals
Other Perip",Foreign,Taiwan,3312,Taiwan OTC,Manufacturing,TAIWIS,"Taiwan Intl Securities Corp
Po",na,,,,,na,,,,,,2,2,2,2,16,Ord/Common Shs.,"5,083,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,5083000,5083000,                             .,                             .,Yes,5083000,5083000,                             .,5083000,0,                             .,,,,TOTC,TW0003312005,Y,No,,,,,5083000,5083000,Taiwan,,,2005,5083000,3577,3,35
2005/11/9,2005/11/9,Kenmos Technology Co Ltd,"Mnfr,whl backlight modules",3679,"Other Electronics
Semiconducto",Foreign,Taiwan,8107,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Polaris Secu",na,,,,,na,,,,,,7,7,7,7,20,Ord/Common Shs.,"11,110,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,11110000,11110000,                             .,                             .,Yes,11110000,11110000,                             .,11110000,2,1,,,,TOTC,TW0008107004,Y,No,,,,,11110000,11110000,Taiwan,,,2005,11110000,3679,3,36
2005/11/25,2005/11/25,Microcosm Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3354,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Mast",na,,,,,na,,,,,,14,14,14,14,68,Ord/Common Shs.,"6,964,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,6964000,6964000,                             .,                             .,Yes,6964000,6964000,                             .,6964000,0,2,,,,TOTC,TW0003354007,Y,No,,,,,6964000,6964000,Taiwan,,,2005,6964000,3674,3,36
2005/12/6,2005/12/6,Taiwan IC Packaging Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3372,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
E Sun",na,,,,,na,,,,,,4,4,4,4,13,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,10000000,10000000,                             .,                             .,Yes,10000000,10000000,                             .,10000000,0,1,,,,TOTC,TW0003372009,Y,No,,,,,10000000,10000000,Taiwan,,,2005,10000000,3674,3,36
2005/12/16,2005/12/16,Wellypower Optronics Corp,Mnfr cathode fluorescent lamps,3641,"Other Electronics
Robotics",Foreign,Taiwan,3080,Taiwan OTC,Manufacturing,CSCORP,"Capital Securities Corp
First",na,,,,,na,,,,,,19,19,19,19,63,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,10000000,10000000,                             .,                             .,Yes,10000000,10000000,                             .,10000000,                             .,5,,,,TOTC,TW0003080008,Y,No,,,,,10000000,10000000,Taiwan,,,2005,10000000,3641,3,36
2006/1/6,2006/1/6,Hola Home Furnishings Co Ltd,Whl home furnishings prod,5023,Primary Business not Hi-Tech,Foreign,Taiwan,2921,Taiwan OTC,Wholesale,CSCORP,"Capital Securities Corp
Fubon",na,,,,,na,,,,,,5,5,5,5,38,Ord/Common Shs.,"4,140,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4140000,4140000,                             .,4140000,                             .,1,,,,TOTC,TW0002921004,Y,No,,,,,4140000,4140000,Taiwan,,,2006,4140000,5023,5,50
2006/2/8,2006/2/8,Cheng Lie Navigation Co Ltd,Shipping co,4412,Primary Business not Hi-Tech,Foreign,Taiwan,2628,Taiwan OTC,Transportation,TAIWIS,"Taiwan Intl Securities Corp
Me",na,,,,,na,,,,,,15,15,15,15,21,Ord/Common Shs.,"22,641,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,22641000,22641000,                             .,22641000,                             .,1,,,,TOTC,TW0002628005,Y,No,,,,,22641000,22641000,Taiwan,,,2006,22641000,4412,4,44
2006/2/8,2006/2/8,Sunflex Tech Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3390,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
C",na,,,,,na,,,,,,3,3,3,3,31,Ord/Common Shs.,"2,789,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2789000,2789000,                             .,2789000,1,1,,,,TOTC,TW0003390001,Y,No,,,,,2789000,2789000,Taiwan,,,2006,2789000,3674,3,36
2006/2/9,2006/2/9,Tai-Saw Technology Co Ltd,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3221,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
W",na,,,,,na,,,,,,7,7,7,7,38,Ord/Common Shs.,"5,930,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5930000,5930000,                             .,5930000,1,2,,,,TOTC,TW0003221008,Y,No,,,,,5930000,5930000,Taiwan,,,2006,5930000,3674,3,36
2006/2/9,2006/2/9,Topco Technologies Corp,Whl silicone prod,5162,Primary Business not Hi-Tech,Foreign,Taiwan,3388,Taiwan OTC,Wholesale,TAIWAN-SEC,"Taiwan Securities
SinoPac Secu",na,,,,,na,,,,,,11,11,11,11,72,Ord/Common Shs.,"4,830,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4830000,4830000,                             .,4830000,2,5,,,,TOTC,TW0003388005,Y,No,,,,,4830000,4830000,Taiwan,,,2006,4830000,5162,5,51
2006/2/20,2006/2/20,E-Ton Solar Tech Co Ltd,"Mnfr,whl solar cells",3674,"Superconductors
Semiconductors",Foreign,Taiwan,3452,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Mega",na,,,,,na,,,,,,19,19,19,19,218,Ord/Common Shs.,"2,780,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,2780000,2780000,                             .,2780000,0,27,,,,TOTC,TW0003452009,Y,No,,,,,2780000,2780000,Taiwan,,,2006,2780000,3674,3,36
2006/2/20,2006/2/20,QST International Corp,Mnfr auto fasteners,3965,Primary Business not Hi-Tech,Foreign,Taiwan,8349,Taiwan OTC,Manufacturing,PRESIDENT-SEC,"President Securities Corp
Mega",na,,,,,na,,,,,,2,2,2,2,15,Ord/Common Shs.,"5,175,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5175000,5175000,                             .,5175000,4,1,,,,TOTC,TW0008349002,Y,No,,,,,5175000,5175000,Taiwan,,,2006,5175000,3965,3,39
2006/2/27,2006/2/27,Foxlink Image Tech Co Ltd,"Mnfr, whl scanners",3577,"Scanning Devices
Printers
Supe",Foreign,Taiwan,6298,Taiwan OTC,Manufacturing,INTESE,"International Securities
Yuant",na,,,,,na,,,,,,15,15,15,15,42,Ord/Common Shs.,"11,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,11500000,11500000,                             .,11500000,1,2,,,,TOTC,TW0006298003,Y,No,,,,,11500000,11500000,Taiwan,,,2006,11500000,3577,3,35
2006/4/10,2006/4/10,Actron Technology Corp,"Mnfr,whl rectifier diode",3674,"Semiconductors
Other Electroni",Foreign,Taiwan,8255,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Master",na,,,,,na,,,,,,11,11,12,11,80,Ord/Common Shs.,"4,655,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4655000,4655000,                             .,4655000,4,5,,,,TOTC,TW0008255001,Y,No,,,,,4655000,4655000,Taiwan,,,2006,4655000,3674,3,36
2006/4/18,2006/4/18,PixArt Imaging Inc,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3227,Taiwan OTC,Manufacturing,INTESE,"International Securities
First",na,,,,,na,,,,,,28,28,28,28,90,Ord/Common Shs.,"10,021,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,10021000,10021000,                             .,10021000,4,                             .,,,,TOTC,TW0003227005,Y,No,,,,,10021000,10021000,Taiwan,,,2006,10021000,3674,3,36
2006/4/26,2006/4/26,Wha Yu Industrial Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3419,Taiwan OTC,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Masterlink S",na,,,,,na,,,,,,5,5,5,5,33,Ord/Common Shs.,"4,801,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4801000,4801000,                             .,4801000,1,2,,,,TOTC,TW0003419008,Y,No,,,,,4801000,4801000,Taiwan,,,2006,4801000,3674,3,36
2006/5/2,2006/5/2,Skardin Industrial Corp,"Mnfr,whl audio prod",3663,"Microwave Communications
Data",Foreign,Taiwan,3466,Taiwan OTC,Manufacturing,"SINOPAC-SEC
/YUANTA-CORE(JB)
/","SinoPac Securities Corp
Yuanta",na,,,,,na,,,,,,14,14,14,14,90,Ord/Common Shs.,"4,998,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4998000,4998000,                             .,4998000,1,3,,,,TOTC,TW0003466009,Y,No,,,,,4998000,4998000,Taiwan,,,2006,4998000,3663,3,36
2006/5/11,2006/5/11,Harmony Electronics Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8182,Taiwan OTC,Manufacturing,INTESE,"International Securities
Maste",na,,,,,na,,,,,,6,6,6,6,23,Ord/Common Shs.,"8,585,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,8585000,8585000,                             .,8585000,1,1,,,,TOTC,TW0008182007,Y,No,,,,,8585000,8585000,Taiwan,,,2006,8585000,3674,3,36
2006/5/15,2006/5/15,Feei Cherng Enterprise Co Ltd,"Mnfr,whl electn components",3675,"Other Electronics
Semiconducto",Foreign,Taiwan,3313,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
ChinaT",na,,,,,na,,,,,,17,17,17,17,101,Ord/Common Shs.,"5,347,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,5347000,5347000,                             .,5347000,1,4,,,,TOTC,TW0003313003,Y,No,,,,,5347000,5347000,Taiwan,,,2006,5347000,3675,3,36
2006/5/22,2006/5/22,Sunnic Tech & Merch Inc,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3360,Taiwan OTC,Manufacturing,TAIWIS,"Taiwan Intl Securities Corp
Fu",na,,,,,na,,,,,,2,2,2,2,18,Ord/Common Shs.,"4,076,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4076000,4076000,                             .,4076000,1,1,,,,TOTC,TW0003360004,Y,No,,,,,4076000,4076000,Taiwan,,,2006,4076000,3674,3,36
2006/5/25,2006/5/25,Microbio Co Ltd,Manufacture pharmaceuticals,2834,"General Pharmaceuticals
Medici",Foreign,Taiwan,4128,Taiwan OTC,Manufacturing,INTESE,"International Securities
Taiwa",na,,,,,na,,,,,,4,4,4,4,12,Ord/Common Shs.,"9,660,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,9660000,9660000,                             .,9660000,1,1,,,,TOTC,TW0004128004,Y,No,,,,,9660000,9660000,Taiwan,,,2006,9660000,2834,2,28
2006/6/12,2006/6/12,Tekcore Co Ltd,"Mnfr,whl LED prod",3674,Semiconductors,Foreign,Taiwan,3339,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Pres",na,,,,,na,,,,,,5,5,5,5,23,Ord/Common Shs.,"7,278,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,7278000,7278000,                             .,7278000,0,2,,,,TOTC,TW0003339008,Y,No,,,,,7278000,7278000,Taiwan,,,2006,7278000,3674,3,36
2006/6/15,2006/6/15,Kaori Heat Treatment Co Ltd,Mnfr heat treating products,3398,Primary Business not Hi-Tech,Foreign,Taiwan,8996,Taiwan OTC,Manufacturing,INTESE,"International Securities
Taiho",na,,,,,na,,,,,,2,2,2,2,13,Ord/Common Shs.,"4,151,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,4151000,4151000,                             .,4151000,1,                             .,,,,TOTC,TW0008996000,Y,No,,,,,4151000,4151000,Taiwan,,,2006,4151000,3398,3,33
2006/6/23,2006/6/23,Tang Eng Iron Works Co Ltd,Mnfr steel prod,3312,Primary Business not Hi-Tech,Foreign,Taiwan,2035,Taiwan OTC,Manufacturing,TAIWIS,"Taiwan Intl Securities Corp
Po",na,,,,,na,,,,,,5,5,5,5,14,Ord/Common Shs.,"11,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,11500000,11500000,                             .,11500000,1,1,,,,TOTC,TW0002035003,Y,No,,,,,11500000,11500000,Taiwan,,,2006,11500000,3312,3,33
2006/6/26,2006/6/26,Yeou Yih Steel Company Limited,Mnfr steel,3325,Primary Business not Hi-Tech,Foreign,Taiwan,9962,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Mast",na,,,,,na,,,,,,2,2,2,2,11,Ord/Common Shs.,"6,486,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6486000,6486000,                             .,6486000,0,0,,,,TOTC,TW0009962001,Y,No,,,,,6486000,6486000,Taiwan,,,2006,6486000,3325,3,33
