issuer,Idate,Fdate,ISIN,ticker,SIC
Kingstate Electronics Corp,2007/1/26,2007/1/26,TW0003206009,3206,3674
IC Plus Corp,2007/4/17,2007/4/17,TW0008040007,8040,3674
Megaforce Co Ltd,2007/4/18,2007/4/18,TW0003294005,3294,3679
Univacco Technology Inc,2007/5/15,2007/5/15,TW0003303004,3303,3081
Nexcom International Co Ltd,2007/5/25,2007/5/25,TW0008234006,8234,3674
Celxpert Energy Corp,2007/6/11,2007/6/11,TW0003323002,3323,3691
Bionet Corp,2007/7/17,2007/7/17,TW0001784007,1784,2836
Neng Tyi Precision Industries,2007/7/17,2007/7/17,TW0003512000,3512,3674
Tachia Yung Ho Machine Indust,2007/7/23,2007/7/23,TW0002221009,2221,3312
DataVan International Corp,2007/7/25,2007/7/25,TW0003521001,3521,3699
Niko Semiconductor Co Ltd,2007/7/31,2007/7/31,TW0003317004,3317,3674
Usun Technology Co Ltd,2007/9/7,2007/9/7,TW0003498002,3498,3559
WinMate Communication Inc,2007/9/12,2007/9/12,TW0003416004,3416,3679
Mapower Electronics Co Ltd,2007/9/26,2007/9/26,TW0003489001,3489,3577
Prescope Technologies Co Ltd,2007/9/26,2007/9/26,TW0003073003,3073,3674
Jhen Vei Electronic Co Ltd,2007/10/1,2007/10/1,TW0003520003,3520,3679
Hi-Light Tek Co Ltd,2007/10/1,2007/10/1,TW0003522009,3522,3674
Single Well Industrial Corp,2007/10/1,2007/10/1,TW0003490009,3490,3629
Ways Technical Corp Ltd,2007/10/3,2007/10/3,TW0003508008,3508,3089
Macroblock Inc,2007/10/16,2007/10/16,TW0003527008,3527,3674
Alltop Technology Co Ltd,2007/10/22,2007/10/22,TW0003526000,3526,3678
Tiahan Precision Tech Co Ltd,2007/10/22,2007/10/22,TW0001336006,1336,3082
Efun Technology Co Ltd,2007/10/31,2007/10/31,TW0003523007,3523,3679
Solteam Electronics Co Ltd,2007/10/31,2007/10/31,TW0003484002,3484,3679
Ado Optronics Corp,2007/11/14,2007/11/14,TW0003516001,3516,3641
S-Tech Corp,2007/11/14,2007/11/14,TW0001584001,1584,3356
Sinmag Bakery Machine Corp,2007/11/27,2007/11/27,TW0001580009,1580,3556
Thermaltake Technologies Co,2007/11/29,2007/11/29,TW0003540001,3540,3577
Radiant Innovation Inc,2007/11/30,2007/11/30,TW0003373007,3373,3826
Solid State System Co Ltd,2007/12/11,2007/12/11,TW0003259008,3259,3672
Utechzone Co Ltd,2007/12/13,2007/12/13,TW0003455002,3455,3823
Zeng Hsing Industrial Co Ltd,2007/12/17,2007/12/17,TW0001558005,1558,3639
Universal Microwave Technology,2007/12/20,2007/12/20,TW0003491007,3491,3679
Powerchip Semiconductor Corp,2007/12/31,2007/5/7,TW0005346001,5346,3674
Cincon Electronics Co Ltd,2008/1/11,2008/1/11,TW0003332003,3332,3699
Green Energy Technology Inc,2008/1/11,2008/1/11,TW0003519005,3519,3674
Samya Technology Co Ltd,2008/1/11,2008/1/11,TW0003465001,3465,3629
Acula Technology Corporation,2008/1/15,2008/1/15,TW0003434007,3434,3577
Advanced Ceramic X Corp,2008/3/11,2008/3/11,TW0003152005,3152,3679
Jarllytec Co Ltd,2008/3/14,2008/3/14,TW0003548004,3548,3429
Shian Yih Electronic Ind Co,2008/3/25,2008/3/25,TW0003531000,3531,3674
eGalax-eMPIA Technology Inc,2008/4/1,2008/4/1,TW0003556007,3556,3679
Shih Her Technologies Co Ltd,2008/4/1,2008/4/1,TW0003551008,3551,3674
Userjoy Technology Co Ltd,2008/4/7,2008/4/7,TW0003546008,3546,7371
Taitien Electronics Co Ltd,2008/4/11,2008/4/11,TW0008289000,8289,3825
Mag Layers Scientific-Technics,2008/4/18,2008/4/18,TW0003068003,3068,3679
Level Biotechnology Inc,2008/5/8,2008/5/8,TW0003118006,3118,2836
Jiin Yeeh Ding Enterprise Co,2008/5/12,2008/5/12,TW0008390006,8390,3339
Tynsolar Corp,2008/6/4,2008/6/4,TW0003562005,3562,3674
CHIALIN Precision Industrial,2008/6/12,2008/6/12,TW0003310009,3310,3679
GenMont Biotech Inc,2008/9/3,2008/4/9,TW0003164000,3164,2836
Niching Industrial Corp,2008/9/19,2008/4/17,TW0003444006,3444,5065
Techmosa International Inc,2008/9/24,2008/8/8,TW0003389003,3389,5065
Zentel Electronic Corp,2008/10/14,2008/6/5,TW0003553004,3553,3672
Actherm Inc,2008/11/3,2008/7/10,TW0001799005,1799,3829
TSC Auto ID Technology Co Ltd,2008/11/19,2008/6/26,TW0003611000,3611,3577
ICP DAS Co Ltd,2008/12/26,2008/4/24,TW0003577003,3577,3674
Tung Thih Electronic Co Ltd,2008/12/29,2008/4/16,TW0003552006,3552,3714
Swancor Ind Co Ltd,2009/1/9,2008/6/24,TW0004733001,4733,2821
Simula Technology Inc,2009/2/9,2008/6/2,TW0003511002,3511,3674
Mildex Optical Inc,2009/2/16,2008/5/28,TW0004729009,4729,3827
Feeling Technology Corp,2009/2/20,2008/5/2,TW0003291001,3291,3674
CUB Elecparts Inc,2009/3/17,2008/7/4,TW0002231008,2231,3711
Aces Electronics Co Ltd,2009/3/19,2009/3/13,TW0003605002,3605,3678
T.H.I. Group Ltd,2009/3/24,2008/4/24,TW0002636008,2636,4491
Joinsoon Electronics Mfg Co,2009/5/13,2008/1/7,TW0003322004,3322,3577
Advanced Wireless Semiconducto,2009/5/21,2008/5/29,TW0008086000,8086,3674
Hi-Clearance Inc,2009/7/13,2008/10/14,TW0001788008,1788,3843
Polylite Taiwan Co Ltd,2009/7/28,2008/3/11,TW0001813004,1813,3851
Nang Kuang Pharm Co Ltd,2009/8/3,2008/12/26,TW0001752004,1752,2834
Materials Analysis Technology,2009/8/11,2008/10/20,TW0003587002,3587,8734
Unitech Electronics Co Ltd,2009/8/20,2008/11/28,TW0003652004,3652,3577
Ruby Tech Corp,2009/9/1,2008/10/20,TW0008048000,8048,3679
C-Tech United Corp,2009/10/21,2009/5/19,TW0003625000,3625,3691
Asix Electronics Corp Ltd,2009/11/17,2009/6/24,TW0003169009,3169,3674
Cypress Technology Co Ltd,2009/12/15,2009/4/27,TW0003541009,3541,3825
Podak Co Ltd,2010/1/18,2009/7/24,TW0003537007,3537,5731
Lotus Pharmaceutical Co Ltd,2010/1/22,2009/7/13,TW0001795003,1795,2833
Castlenet Technology Inc,2010/3/9,2009/10/1,TW0008059007,8059,3661
Bai Sha Technology Co Ltd,2010/3/22,2009/9/18,TW0008401001,8401,2752
Newmax Technology Co Ltd,2010/4/19,2010/4/19,TW0003630000,3630,3674
Transtouch Technology Inc,2010/4/21,2009/10/15,TW0003623005,3623,3679
Hotron Precision Electn Indus,2010/5/4,2009/12/9,TW0003092003,3092,3496
Join Well Technology Co Ltd,2010/5/20,2009/9/18,TW0003629002,3629,3674
Avalue Technology Inc,2010/6/1,2009/10/15,TW0003479002,3479,3571
Array Inc,2010/6/17,2009/2/14,KYG0550W1069,3664,7372
Capella Microsystems(Taiwan),2010/6/23,2010/5/14,TW0003582003,3582,3674
UVAT Technology Co Ltd,2010/7/2,2009/10/27,TW0003580007,3580,3559
Sheh Kai Precision Co Ltd,2010/8/31,2009/4/13,TW0002063005,2063,3452
Ablerex Electronics Co Ltd,2010/9/2,2010/4/27,TW0003628004,3628,3677
G-Fun Industrial Corp,2010/9/8,2009/11/16,TW0004429006,4429,2385
Co-Tech Copper Foil Corp,2010/9/17,2010/5/21,TW0008358003,8358,3497
Unique Optical Ind Co,2010/9/27,2010/4/21,TW0003441002,3441,3827
Acter Co Ltd,2010/11/3,2010/5/20,TW0005536007,5536,8711
Acter Co Ltd,2010/11/3,2010/5/20,TW0005536007,5536,8711
Giga Solar Materials Corp,2010/11/11,2010/7/8,TW0003691002,3691,3674
Etrend Hightech Corp,2010/11/15,2010/6/29,TW0003567004,3567,8734
Taidoc Technology Corp,2010/11/24,2010/8/25,TW0004736004,4736,3845
Jeng Shiang Precision Ind Co,2010/12/1,2010/6/25,TW0003685004,3685,3679
Chunghwa Chem Synthesis&,2010/12/13,2010/7/20,TW0001762003,1762,2836
Bionime Corp,2010/12/16,2010/8/18,TW0004737002,4737,3845
Dynamic Medical Tech Inc,2010/12/22,2010/8/31,TW0004138003,4138,5047
Tai Twun Enterprise Co Ltd,2010/12/23,2010/9/17,TW0003432001,3432,3678
Machvision Co Ltd,2010/12/29,2010/7/8,TW0003563003,3563,7372
HEP Tech Co Ltd,2011/1/4,2010/6/29,TW0003609004,3609,3679
MacroWell OMG Digital,2011/1/4,2010/7/27,TW0003687000,3687,7372
Maction Technologies Inc,2011/1/4,2010/9/15,TW0003632006,3632,7372
Yin King Industrial Co Ltd,2011/1/5,2010/7/21,TW0001566008,1566,3542
Grand Plastic Technology Corp,2011/1/10,2010/9/1,TW0003131009,3131,3674
eMemory Technology Inc,2011/1/17,2009/9/9,TW0003529004,3529,3674
Sentien Printing Factory Co,2011/2/16,2010/9/29,TW0008410002,8410,2673
FOCI Fiber Optic Comm Inc,2011/2/18,2010/10/26,TW0003363008,3363,3357
ShareHope Medicine Co Ltd,2011/2/21,2010/9/10,TW0008403007,8403,5122
Viking Tech Corp,2011/3/9,2010/6/22,TW0003624003,3624,3677
Taoyuan Hotel Co Ltd,2011/3/12,2010/10/6,TW0002718004,2718,7011
G&E Herbal Biotech Co Ltd,2011/3/14,2010/9/15,TW0004911003,4911,2836
TrueLight Corp,2011/3/17,2010/9/29,TW0003234001,3234,3674
Pchome Store Inc,2011/3/28,2010/10/29,TW0004965009,4965,7375
Ma Kuang Healthcare Hldg,2011/4/20,2010/8/25,KYG5831M1087,4139,8062
Lemtech Holdings Co Ltd,2011/4/22,2010/11/11,KYG545091079,4912,3469
Shuang-Bang Industrial Corp,2011/4/25,2010/11/24,TW0006506009,6506,2821
Answer Technology Co Ltd,2011/5/11,2010/11/26,TW0003528006,3528,3674
Crystalwise Technology Inc,2011/5/24,2010/6/8,TW0004944004,4944,3674
Yao I Fabric Co Ltd,2011/6/1,2010/12/30,TW0004430004,4430,2299
Cayenne Entertainment Tech Co,2011/6/2,2010/12/30,TW0004946009,4946,7372
Tainergy Tech Co Ltd,2011/8/9,2010/10/12,TW0004934005,4934,3674
Parade Technologies Ltd,2011/9/5,2011/9/1,KYG6892A1085,4966,3674
Asia Electronic Material Co,2011/9/9,2011/4/1,TW0004939004,4939,3083
Oneness Biotech Co Ltd,2011/9/16,2009/6/6,TW0004743000,4743,2836
Lextar Electronics Corp,2011/9/21,2010/9/27,TW0003698007,3698,3679
Unitel High Technology Corp,2011/9/22,2011/8/22,TW0003642005,3642,3069
ScinoPharm Taiwan Ltd,2011/9/22,2011/5/20,TW0001789006,1789,2834
Chime Ball Technology Co Ltd,2011/9/28,2011/4/8,TW0001595007,1595,3672
Nishoku Technology Inc,2011/10/3,2011/5/5,TW0003679007,3679,2821
HTM International Holding Ltd,2011/10/10,2011/8/15,KYG4642A1067,4924,3577
Apex International Co Ltd,2011/10/11,2011/7/27,KYG0407M1033,4927,3672
On-Bright Electronics Inc,2011/10/11,2011/4/28,KYG675291002,4947,3674
Taiwan Benefit Co Ltd,2011/10/13,2011/3/1,TW0003379004,3379,3556
Generalplus Technology Inc,2011/10/25,2011/4/11,TW0004952007,4952,3674
Turvo International Co Ltd,2011/11/7,2011/3/10,TW0002233004,2233,3369
Medigen Biotechnology Corp,2011/11/16,2011/7/11,TW0003176004,3176,2836
Asia Tech Image Inc,2011/11/22,2011/4/26,TW0004974001,4974,3674
ShineMore Technology Materials,2011/11/22,2011/6/3,TW0008291006,8291,3672
Coremax Corp,2011/11/24,2011/6/15,TW0004739008,4739,2819
Cayman Tung Ling Co Ltd,2011/11/25,2011/8/26,KYG198691092,2924,2369
JP Nelson Holdings,2011/11/29,2011/4/21,KYG520981039,8418,7359
Kee Song Bio-Tech Hldg Ltd,2011/12/5,2011/7/20,KYG522401010,1258,2051
LuxNet Corp,2011/12/5,2010/10/7,TW0004979000,4979,3674
Redwood Group Ltd,2011/12/6,2011/7/4,KYG7457N1051,8426,1742
WIN Semiconductors Corp,2011/12/6,2011/10/27,TW0003105003,3105,3674
X-Legend Entertainment Co Ltd,2011/12/6,2011/7/27,TW0004994009,4994,8748
An-Shin Food Service Co Ltd,2011/12/8,2011/1/13,TW0001259000,1259,5812
Formosa Electronic Industries,2011/12/12,2011/10/28,TW0008171000,8171,3577
Kino Biotech Co Ltd,2011/12/21,2011/8/29,KYG527551082,4154,5122
China Fineblanking Technology,2012/1/2,2011/6/24,TW0001586006,1586,3714
SunMax Biotech Co Ltd,2012/1/5,2011/7/28,TW0004728001,4728,2836
Genovate Biotechnology Co Ltd,2012/1/6,2011/7/27,TW0004130000,4130,2834
Star Travel Corp,2012/2/17,2011/10/17,TW0002719002,2719,4724
Polygreen Resources Co Ltd,2012/3/7,2011/8/29,KYG715991074,8423,3069
Godex International Co Ltd,2012/3/14,2011/9/15,TW0004987003,4987,3679
Inmax Holding Co Ltd,2012/3/16,2011/10/20,KYG4782L1023,1591,3496
Ant Precision Industry Co Ltd,2012/3/20,2011/8/30,TW0003646006,3646,3674
YCC Parts MFG Co Ltd,2012/4/17,2011/3/28,TW0001339000,1339,3714
Ginko International Co Ltd,2012/4/20,2009/5/27,KYG390101064,8406,3851
Mutto Optronics Corp,2012/4/20,2011/6/22,TW0004950001,4950,3629
TSH Biopharm Corp Ltd,2012/4/23,2011/12/15,TW0008432006,8432,2833
DelSolar Co Ltd,2012/5/2,2010/8/25,TW0003599007,3599,3674
Glory Science Co Ltd,2012/5/2,2011/8/8,TW0003428009,3428,3861
Litemax Electronics Inc,2012/5/2,2011/8/11,TW0004995006,4995,3674
Hermes Microvision Inc,2012/5/14,2011/5/12,TW0003658001,3658,3559
FX Hotels Group Inc,2012/5/25,2011/12/26,KYG3704Y1017,2724,7011
Ledlink Optics Inc,2012/5/29,2011/12/16,TW0005230007,5230,3695
Chi Hua Fitness Co Ltd,2012/6/6,2011/12/21,TW0001593002,1593,3949
Silicon Power Computer&Commun,2012/6/12,2012/4/23,TW0004973003,4973,3572
Eris Technology Corp,2012/6/22,2011/10/19,TW0003675005,3675,3674
Daxin Materials Corp,2012/7/9,2012/3/5,TW0005234009,5234,2819
Microtips Technology Inc,2012/7/16,2011/12/22,TW0003285003,3285,3699
Sunjuice Holdings Co Ltd,2012/8/29,2012/7/10,KYG858681003,1256,2037
Genesis Genetics Asia Corp,2012/9/10,2012/5/28,TW0004160007,4160,8071
TTFB Co Ltd,2012/9/10,2012/4/11,TW0002729001,2729,5812
PharmaEngine Inc,2012/9/11,2012/4/26,TW0004162003,4162,2834
SolidWizard Technology Co Ltd,2012/9/12,2012/4/26,TW0008416009,8416,7372
Primax Electronics Ltd,2012/9/28,2012/4/23,TW0004915004,4915,3577
UDE Corp,2012/10/11,2012/4/16,TW0003689006,3689,3678
Taiwan Taxi Co Ltd,2012/10/31,2012/3/29,TW0002640000,2640,4121
INTAI Technology Corp,2012/11/8,2012/5/29,TW0004163001,4163,3841
ThinTech Materials Technology,2012/11/13,2012/6/14,TW0003663001,3663,3674
Xu Yuan Packaging Technology,2012/11/16,2012/5/4,TW0008421009,8421,3565
Hakers Enterprise Co Ltd,2012/11/19,2012/3/29,TW0004432000,4432,2329
JSW Pacific Corp,2012/11/19,2012/6/11,TW0005251003,5251,3651
Browave Corp,2012/11/26,2012/5/31,TW0003163002,3163,3674
Allied Circuit Co Ltd,2012/12/11,2012/3/30,TW0008155003,8155,3672
Brogent Technologies Inc,2012/12/11,2012/4/9,TW0005263008,5263,7372
GlycoNex Inc,2012/12/11,2012/3/5,TW0004168000,4168,2834
Wellpool Co Ltd,2012/12/11,2011/8/23,TW0008424003,8424,3275
Bon Fame Co Ltd,2012/12/12,2012/3/19,TW0008433004,8433,5137
Taiwan Liposome Co Ltd,2012/12/14,2012/3/20,TW0004152004,4152,2836
Aeon Motor Co Ltd,2012/12/19,2012/7/3,TW0001599009,1599,3751
Chieftek Precision Co Ltd,2012/12/22,2012/6/21,TW0001597003,1597,3545
Zimmite Taiwan Ltd,2012/12/22,2012/3/24,TW0008435009,8435,2819
The Eslite Spectrum Corp,2013/1/23,2012/3/26,TW0002926003,2926,5311
Cowealth Medical Holding Co,2013/1/23,2012/5/11,KYG248111042,4745,5047
CTI Traffic Industries Co Ltd,2013/4/11,2012/3/6,TW0002230000,2230,3592
ASPEED Technology Inc,2013/4/23,2012/11/26,TW0005274005,5274,3679
Nextronics Engineering Corp,2013/4/23,2012/5/14,TW0008147000,8147,3679
ARBOR Technology Corp,2013/4/29,2012/7/25,TW0003594008,3594,3674
DIVA Laboratories Ltd,2013/5/16,2012/10/11,TW0004153002,4153,3841
AMICCOM Electronics Corp,2013/5/23,2012/8/28,TW0005272009,5272,3674
Sinher Technology Inc,2013/5/27,2011/5/16,TW0004999008,4999,3577
Sunfun Info Co Ltd,2013/5/28,2012/8/28,TW0005278006,5278,7375
Tons Lightology Inc,2013/6/7,2012/3/21,TW0004972005,4972,3674
Z-Com Inc,2013/6/18,2012/4/12,TW0008176009,8176,3699
Bioptik Technology Inc,2013/6/19,2013/4/26,TW0004161005,4161,3841
Asia Pacific Telecom Co Ltd,2013/7/29,2012/8/23,TW0003682001,3682,4812
TCI Co Ltd,2013/9/5,2012/2/17,TW0008436007,8436,2099
Sumeeko Industries Co Ltd,2013/9/14,2013/4/17,TW0002066008,2066,3714
Topkey Corp,2013/10/2,2013/9/30,TW0004536008,4536,3949
Arich Enterprise Co Ltd,2013/10/24,2012/10/30,TW0004173000,4173,5122
Chicony Power Tech Co Ltd,2013/11/1,2013/3/14,TW0006412000,6412,3577
SciVision Biotech Inc,2013/11/5,2012/3/21,TW0001786002,1786,3841
Changs Ascending Enterprise Co,2013/11/14,2013/2/5,TW0008038001,8038,3691
EBM Technologies Inc,2013/11/18,2012/3/15,TW0008409004,8409,3841
AIC Inc,2013/11/20,2012/3/22,TW0003693008,3693,3577
ISSC Technologies Corp,2013/11/20,2012/4/11,TW0005261002,5261,3679
InnoDisk Corp,2013/11/20,2013/3/27,TW0005289003,5289,3572
TWi Pharmaceuticals Inc,2013/11/26,2013/3/21,TW0004180005,4180,2834
AEWIN Technologies Co Ltd,2013/11/26,2013/2/8,TW0003564001,3564,3577
Advanced Lithium,2013/12/2,2013/3/27,KYG0100G1064,5227,2899
Taiwan Pelican Express Co Ltd,2013/12/5,2013/2/1,TW0002642006,2642,4213
Taisol Electronics Co Ltd,2013/12/6,2013/8/27,TW0003338000,3338,3643
HIM International Music Inc,2013/12/12,2013/3/18,TW0008446006,8446,3652
Maxigen Biotech Inc,2013/12/13,2013/3/20,TW0001783009,1783,2836
Johnson Chem Pharm Works Co,2013/12/18,2012/8/24,TW0004747001,4747,2834
Mycenax Biotech Inc,2013/12/18,2013/5/13,TW0004726005,4726,2834
Ezfly Intl Travel Agent Co Ltd,2013/12/19,2013/9/10,TW0002734001,2734,7375
Senao Networks Inc,2013/12/23,2013/9/30,TW0003558003,3558,4812
Wistron Info Tech & Svcs Corp,2013/12/31,2010/8/19,TW0004953005,4953,7376
Auto Server Co Ltd,2014/1/7,2011/11/10,,5266,7373
Addcn Technology Co Ltd,2014/1/13,2012/10/19,TW0005287007,5287,7375
Jih Lin Technology Co Ltd,2014/2/18,2013/10/30,TW0005285001,5285,3674
Amazing Microelectronic Corp,2014/3/4,2013/3/26,TW0006411002,6411,3674
Ultra Chip Inc,2014/3/7,2013/1/23,TW0003141008,3141,3674
Voltronic Power Tech Corp,2014/3/24,2013/10/22,,6409,3679
Grand-Tek Technology Co Ltd,2014/3/25,2012/4/10,TW0003684007,3684,3357
Ennoconn Corp,2014/3/27,2013/3/15,TW0006414006,6414,3577
MedFirst Healthcare Services,2014/4/16,2013/3/25,TW0004175005,4175,2834
Da Hui Ltd,2014/6/3,2014/4/29,,5276,3711
Magnate Technology Co Ltd,2014/7/15,2014/5/13,TW0004541008,4541,3724
China Commun Media Grp Co Ltd,2014/7/16,2013/10/30,,6404,4812
Magic Technology Co Ltd,2014/7/18,2014/4/17,TW0005255004,5255,3674
GeneReach Biotechnology Corp,2014/8/7,2013/3/26,,4171,2834
Asia Neo Tech Ind Co Ltd,2014/8/18,2014/7/8,TW0004542006,4542,3559
Good Way Tech Co Ltd,2014/8/19,2013/3/25,TW0003272001,3272,3577
GCS Holdings Inc,2014/9/5,2014/8/28,KYG377541019,4991,3674
Franbo Lines Corp,2014/9/23,2013/3/29,TW0002641008,2641,4412
JPP Holding Co Ltd,2014/9/30,2014/9/22,KYG521131006,5284,3679
Pili International Multimedia,2014/9/30,2013/10/11,TW0008450008,8450,7812
Alchip Technologies Ltd,2014/10/21,2013/5/10,KYG022421088,3661,3674
SynCore Biotechnology Co Ltd,2014/10/21,2013/9/24,TW0004192000,4192,2834
Singtex Industrial Co Ltd,2014/10/27,2013/3/19,TW0004433008,4433,2399
Launch Technologies Co Ltd,2014/11/3,2013/11/25,TW0008420001,8420,3949
FineTek Co Ltd,2014/11/20,2013/12/6,TW0004549001,4549,3829
Optivision Technology Inc,2014/11/27,2013/3/20,TW0003666004,3666,3674
APAQ Technology Co Ltd,2014/12/2,2014/3/25,TW0006449002,6449,3675
I Yuan Precision Ind Co Ltd,2014/12/8,2014/2/10,TW0002235009,2235,3561
Apogee Optocom Co Ltd,2014/12/10,2013/8/14,,6426,3674
Momo.com Inc,2014/12/12,2014/2/24,TW0008454000,8454,7319
EISO Enterprise Co Ltd,2014/12/16,2014/2/14,TW0005291009,5291,3672
Swissray Global Healthcare,2014/12/16,2014/3/25,TW0004198007,4198,3841
Yummy Town (Cayman) Hldg Corp,2014/12/17,2014/11/11,,2726,2086
Camellia Metal Co Ltd,2014/12/19,2014/7/21,TW0002064003,2064,3315
BrightKing Holdings Ltd,2014/12/22,2014/7/30,KYG136861039,6422,3679
Nuuo Inc,2014/12/23,2014/8/8,TW0006419005,6419,3663
La Kaffa International Co Ltd,2015/1/13,2013/3/29,TW0002732005,2732,5812
Zen Voce Corp,2015/1/13,2014/6/23,TW0003581005,3581,3679
Megawin Technology Co Ltd,2015/1/19,2014/7/22,,3122,3674
Chang Jia M&E Engineering Corp,2015/3/11,2014/9/5,TW0004550009,4550,1522
OBI Pharma Inc,2015/3/16,2014/8/25,TW0004174008,4174,2834
AmCad BioMed Corp,2015/3/17,2014/2/21,TW0004188008,4188,2836
Superior Plating Technology Co,2015/3/23,2012/4/30,TW0008431008,8431,3471
Xintec Inc,2015/3/23,2014/9/29,TW0003374005,3374,7389
Tehmag Foods Corp,2015/3/31,2014/10/15,,1264,2051
CTS,2015/4/13,2014/10/15,TW0003672002,3672,4812
F-Dadi,2015/4/28,2015/4/23,,8437,8299
Arlitech Electronic Corp,2015/5/13,2014/11/5,TW0006432008,6432,3677
WiseChip Semiconductor Inc,2015/5/18,2013/8/12,TW0005245005,5245,3674
E&R,2015/6/2,2014/11/11,TW0008027004,8027,3679
Hycon Technology Corp,2015/6/5,2014/6/26,TW0006457005,6457,7376
LandMark,2015/7/15,2015/3/5,TW0003081006,3081,3674
Foxsemicon Integrated Tech,2015/7/21,2015/3/9,TW0003413001,3413,3559
Savior Lifetec Corp,2015/9/1,2013/3/15,TW0004167002,4167,2834
Globalwafers Co Ltd,2015/9/18,2014/10/2,TW0006488000,6488,3674
TSEC Corp,2015/9/23,2015/2/13,TW0006443005,6443,3674
Securitag Assembly Group Co,2015/10/5,2015/4/29,TW0006417009,6417,3674
Green River Holding Co Ltd,2015/10/20,2015/3/30,KYG409691006,8444,2499
U Media Communications Inc,2015/10/27,2014/8/25,TW0006470008,6470,3661
ASolid Technology Co Ltd,2015/11/10,2015/3/16,TW0006485006,6485,3674
RichWave Technology Corp,2015/11/12,2015/5/14,TW0004968003,4968,3674
ATrack Technology Inc,2015/11/13,2015/6/23,TW0006465008,6465,3663
TaiMed Biologics Inc,2015/11/16,2015/4/29,TW0004147004,4147,2836
Da Lue Intl Hldg Co Ltd,2015/11/19,2015/9/24,KYG2646C1024,4804,7299
Radiation Technology Inc,2015/11/25,2015/11/25,,6514,5065
Uniflex Technology Inc,2015/12/8,2015/7/7,TW0003321006,3321,3672
BenQ Medical Technology Corp,2015/12/9,2015/3/9,TW0004116009,4116,3841
VHQ Media Holdings Ltd,2015/12/9,2015/12/4,KYG9344G1038,4803,7819
Top MSO,2015/12/9,2014/9/26,,6464,3357
Bright Sheland Intl Co Ltd,2015/12/15,2014/11/4,TW0004556006,4556,3559
Egis Technology Inc,2015/12/16,2015/4/20,TW0006462005,6462,7371
Santai (Cayman) Hldg Co Ltd,2015/12/21,2015/12/21,,4762,2899
Brinno Inc,2015/12/22,2014/12/29,TW0007402000,7402,3699
Mr. Onion,2015/12/22,2015/7/7,TW0002740008,2740,5812
HOYA,2015/12/29,2015/3/6,TW0002736006,2736,7011
Sinopower Semiconductor Inc,2015/12/30,2014/8/8,TW0006435001,6435,3674
Excelsior,2015/12/30,2014/12/23,TW0006496003,6496,2836
Daito Me Holdings Co Ltd,2015/12/31,2015/4/28,KYG264101034,8455,5065
GOMAJI Corp Ltd,2016/1/4,2015/3/31,TW0008472002,8472,7375
Redhorse Corp,2016/1/20,2015/8/12,KYG7448A1058,2928,4725
Soonest,2016/2/25,2015/1/30,TW0002643004,2643,4212
Shenghua Entertainment Commun,2016/3/2,2015/2/12,TW0004806005,4806,7812
Fitness Factory,2016/3/3,2015/3/9,TW0008462003,8462,7991
Man Zai Industrial Co Ltd,2016/3/8,2015/9/18,TW0004543004,4543,3519
CHPT,2016/3/10,2015/2/6,TW0006510001,6510,3825
Yuen Chang Stainless Steel Co,2016/3/15,2015/9/25,TW0002069002,2069,3312
Gomax Electronics Inc,2016/3/18,2015/3/31,TW0006512007,6512,3663
Great Tree Pharmacy Co Ltd,2016/3/23,2015/10/30,TW0006469000,6469,5122
StrongLED Lighting Sys,2016/3/23,2016/3/15,,5281,3646
Nyquest,2016/4/29,2015/2/6,TW0006494008,6494,3672
Buima Group Inc,2016/4/29,2015/10/27,,5543,2421
My Humble House Hospity,2016/5/5,2015/3/16,TW0002739000,2739,5812
Dr.Wu Skincare Co Ltd,2016/6/1,2015/10/29,TW0006523004,6523,2844
Fun Yours Technology Co Ltd,2016/6/3,2014/10/29,TW0006482003,6482,5065
PharmaEssentia Corp,2016/7/5,2014/4/14,TW0006446008,6446,2834
Medeon Biodesign Inc,2016/7/13,2015/1/28,TW0006499007,6499,3841
Orange Electronic Co Ltd,2016/7/29,2016/3/29,TW0004554001,4554,3714
Brighton-Best Intl (Taiwan),2016/8/24,2016/4/25,TW0008415001,8415,3452
Net Publishing Co Ltd,2016/8/25,2016/3/29,TW0006542004,6542,7372
Chang Wah Technology Co Ltd,2016/8/31,2016/3/29,TW0006548001,6548,3674
Dyaco International Inc,2016/9/5,2012/4/20,TW0001598001,1598,3949
Interactive Digital Tech Inc,2016/9/7,2016/3/29,TW0006486004,6486,7375
Lumosa Therapeutics Co Ltd,2016/9/9,2016/4/25,TW0006535008,6535,2834
Syngen,2016/9/9,2015/2/13,TW0008279001,8279,2834
Calitech Co Ltd,2016/9/19,2016/4/14,TW0006532005,6532,3679
Intl Carbide Tech Co Ltd,2016/9/21,2016/4/7,TW0004754007,4754,2899
Quang Viet Enterprise Co Ltd,2016/10/3,2016/5/30,TW0004438007,4438,2337
Taiwan High Speed Rail Corp,2016/10/13,2016/5/30,TW0002633005,2633,4011
Brave C&H Supply Co Ltd,2016/10/14,2016/4/25,TW0006538002,6538,5112
Kuobrothers Corp,2016/10/24,2016/2/3,TW0008477001,8477,5961
Crown Bioscience International,2016/11/28,2016/7/20,KYG2568J1013,6554,2836
Onyx Healthcare Inc,2016/12/7,2016/7/28,TW0006569007,6569,3559
Tai Shing Electns Components,2016/12/14,2016/7/13,TW0003426003,3426,5065
